Date,BTC_Open,BTC_High,BTC_Low,BTC_Close,ETH,JP225
2015/10/21,269.306,270.769989,263.838989,266.272003,0.4473,18554.28
2015/10/22,266.496002,276.51001,266.13501,274.02301,0.5677,18435.87
2015/10/23,273.648987,278.68399,273.542999,276.496002,0.5397,18825.3
2015/10/24,276.503998,281.705994,276.503998,281.653992,0.5636,#N/A
2015/10/25,281.445007,294.05899,281.445007,283.679993,0.616,#N/A
2015/10/26,283.627991,285.299988,280.51001,285.299988,0.7313,18947.12
2015/10/27,285.181,296.212006,285.007996,293.787994,0.8696,18777.04
2015/10/28,293.703003,306.330994,293.703003,304.618011,1,18903.02
2015/10/29,304.324005,318.170013,301.822998,313.855011,1.21,18935.71
2015/10/30,313.942993,334.169006,313.940002,328.015015,1.04,19083.1
2015/10/31,328.511993,332.777008,309.251007,314.165985,0.9166,#N/A
2015/11/1,315.005005,327.471985,311.881012,325.431,1.06,#N/A
2015/11/2,325.941986,365.359985,323.209015,361.188995,0.9898,18683.24
2015/11/3,361.872986,417.899994,357.647003,403.416992,1.01,#N/A
2015/11/4,403.664001,495.562012,380.548004,411.562988,0.899,18926.91
2015/11/5,408.076996,447.561005,374.580994,386.354004,0.8956,19116.41
2015/11/6,388.046997,395.835999,354.024994,374.470001,0.926,19265.6
2015/11/7,374.269012,390.585999,372.433014,386.481995,0.928,#N/A
2015/11/8,384.278015,389.894989,368.700012,373.368011,1.03,#N/A
2015/11/9,374.324005,385.278015,362.894989,380.256989,0.9993,19642.74
2015/11/10,379.984009,381.386993,329.108002,336.819,0.9343,19671.26
2015/11/11,339.820007,340.584991,300.997009,311.084015,0.7918,19691.39
2015/11/12,314.07901,345.080994,313.355988,338.152008,0.8957,19697.77
2015/11/13,338.497986,340.914001,326.075012,336.752991,0.9041,19596.91
2015/11/14,336.623993,338.181,329.970001,332.906006,0.8888,#N/A
2015/11/15,333.050995,334.661987,317.48999,320.165985,0.9064,#N/A
2015/11/16,319.734985,331.626007,315.904999,330.751007,0.929,19393.69
2015/11/17,330.362,338.350006,329.614014,335.093994,1.01,19630.63
2015/11/18,334.592987,336.531006,330.640015,334.589996,0.9933,19649.18
2015/11/19,334.678986,335.334015,325.27301,326.148987,0.9555,19859.81
2015/11/20,326.411011,326.472992,312.21701,322.022003,0.9249,19879.81
2015/11/21,322.09201,328.158997,319.595001,326.927002,0.9761,#N/A
2015/11/22,326.975006,327.01001,321.259003,324.536011,0.968,#N/A
2015/11/23,324.350006,325.118011,321.290009,323.04599,0.947,#N/A
2015/11/24,323.014008,323.058014,318.118011,320.04599,0.9002,19924.89
2015/11/25,320.045013,329.134003,316.769989,328.205994,0.8635,19847.58
2015/11/26,328.303009,366.756989,328.229004,352.68399,0.8842,19944.41
2015/11/27,351.860992,363.588989,347.869995,358.041992,0.868,19883.94
2015/11/28,357.140991,359.536011,352.171997,357.381012,0.9157,#N/A
2015/11/29,357.471985,371.938995,355.665985,371.294006,0.8786,#N/A
2015/11/30,371.437012,382.363007,370.382996,377.321014,0.8731,19747.47
2015/12/1,377.414001,378.931,356.562988,362.488007,0.8748,20012.4
2015/12/2,361.845001,362.231995,349.464996,359.187012,0.8212,19938.13
2015/12/3,359.330994,370.274994,357.411987,361.04599,0.8121,19939.9
2015/12/4,361.261993,363.515991,355.756989,363.183014,0.84,19504.48
2015/12/5,363.721008,389.785004,363.229004,388.949005,0.8624,#N/A
2015/12/6,389.554993,402.80899,387.088989,388.78299,0.8355,#N/A
2015/12/7,389.977997,399.968994,385.411011,395.536011,0.8113,19698.15
2015/12/8,395.753998,415.562988,389.950012,415.562988,0.8221,19492.6
2015/12/9,414.44101,423.119995,406.290985,417.562988,0.7922,19301.07
2015/12/10,417.988007,419.509003,411.548004,415.479004,0.8404,19046.55
2015/12/11,415.281006,451.937988,415.281006,451.937988,0.9298,19230.48
2015/12/12,452.334991,469.102997,410.740997,434.997009,0.977,#N/A
2015/12/13,431.660004,441.679993,426.268005,433.755005,0.9529,#N/A
2015/12/14,433.272003,447.141998,430.455994,444.182007,0.993,18883.42
2015/12/15,443.877991,465.321014,443.877991,465.321014,1.01,18565.9
2015/12/16,465.208008,465.208008,443.851013,454.93399,0.9912,19049.91
2015/12/17,454.777008,457.859985,448.858002,456.078003,0.9407,19353.56
2015/12/18,455.846985,465.177002,454.940002,463.615997,0.9201,18986.8
2015/12/19,463.552002,465.580994,456.765015,462.321991,0.9081,#N/A
2015/12/20,462.234009,462.644989,434.338013,442.684998,0.9039,#N/A
2015/12/21,442.838013,444.729004,427.312012,438.639008,0.9008,18916.02
2015/12/22,437.436005,443.687988,435.515991,436.571991,0.8642,18886.7
2015/12/23,436.720001,444.528992,436.618988,442.401001,0.8581,#N/A
2015/12/24,443.091003,458.455994,443.076996,454.984985,0.8633,18789.69
2015/12/25,454.855011,458.304993,452.075012,455.653015,0.8704,18769.06
2015/12/26,455.756012,457.489014,405.76001,417.273987,0.8546,#N/A
2015/12/27,416.514008,424.006989,408.882996,422.822998,0.8564,#N/A
2015/12/28,423.342987,429.769012,418.480988,422.278992,0.845,18873.35
2015/12/29,422.097992,432.983002,420.627014,432.983002,0.8731,18982.23
2015/12/30,433.299988,434.386993,422.084015,426.619995,0.912,19033.71
2015/12/31,425.875,432.92099,418.734985,430.566986,0.9335,#N/A
2016/1/1,430.721008,436.246002,427.515015,434.334015,0.948,#N/A
2016/1/2,434.622009,436.062012,431.869995,433.437988,0.9371,#N/A
2016/1/3,433.578003,433.743011,424.705994,430.010986,0.9719,#N/A
2016/1/4,430.061005,434.516998,429.084015,433.091003,0.9545,18450.98
2016/1/5,433.069,434.182007,429.675995,431.959991,0.9502,18374
2016/1/6,431.855988,431.855988,426.341003,429.105011,0.9509,18191.32
2016/1/7,430.010986,458.765991,429.076996,458.048004,0.942,17767.34
2016/1/8,457.537994,462.93399,447.937988,453.230011,0.9868,17697.96
2016/1/9,453.382996,454.640015,446.889008,447.610992,0.9868,#N/A
2016/1/10,448.238007,448.30899,440.351013,447.990997,0.9992,#N/A
2016/1/11,448.697998,450.661987,443.855011,448.428009,1.06,#N/A
2016/1/12,448.182007,448.182007,435.690002,435.690002,1.14,17218.96
2016/1/13,434.665009,435.186005,424.442993,432.371002,1.13,17715.63
2016/1/14,432.287994,433.324005,427.845001,430.306,1.19,17240.95
2016/1/15,430.255005,430.255005,364.330994,364.330994,1.21,17147.11
2016/1/16,365.072998,390.557007,354.914001,387.536011,1.22,#N/A
2016/1/17,387.152008,390.964996,380.09201,382.299011,1.33,#N/A
2016/1/18,381.733002,388.104004,376.665009,387.167999,1.43,16955.57
2016/1/19,387.026001,387.730011,378.971985,380.148987,1.37,17048.37
2016/1/20,379.73999,425.266998,376.598999,420.230011,1.53,16416.19
2016/1/21,419.631989,422.877014,406.299988,410.261993,1.55,16017.26
2016/1/22,409.751007,410.410004,375.282013,382.492004,1.5,16958.53
2016/1/23,382.43399,394.542999,381.980988,387.490997,1.97,#N/A
2016/1/24,388.10199,405.484985,387.51001,402.971008,2.14,#N/A
2016/1/25,402.316986,402.316986,388.553986,391.726013,2.5,17110.91
2016/1/26,392.002014,397.765991,390.575012,392.153015,2.28,16708.9
2016/1/27,392.444,396.842987,391.782013,394.971985,2.39,17163.92
2016/1/28,395.145996,395.502014,379.734985,380.289001,2.53,17041.45
2016/1/29,380.108002,384.378998,365.451996,379.473999,2.49,17518.3
2016/1/30,378.86499,380.916992,376.490997,378.255005,2.45,#N/A
2016/1/31,378.292999,380.346985,367.834991,368.766998,2.31,#N/A
2016/2/1,369.350006,378.071991,367.957001,373.056,2.21,17865.23
2016/2/2,372.920013,375.882996,372.920013,374.447998,2.44,17750.68
2016/2/3,374.645996,374.950012,368.045013,369.949005,2.53,17191.25
2016/2/4,370.174011,391.608002,369.993011,389.593994,2.58,17044.99
2016/2/5,388.89801,391.093994,385.571991,386.549011,2.54,16819.59
2016/2/6,386.588989,386.631012,372.386993,376.522003,2.53,#N/A
2016/2/7,376.514008,380.871002,374.903015,376.619995,2.96,#N/A
2016/2/8,376.756989,379.878998,373.334015,373.446991,3.18,17004.3
2016/2/9,373.423004,377.246002,372.89801,376.028992,4.04,16085.44
2016/2/10,376.145996,385.483002,375.78299,381.648987,4.44,15713.39
2016/2/11,382.114014,383.130005,376.398987,379.653992,6.01,#N/A
2016/2/12,379.686005,384.95401,379.600006,384.263,5.55,14952.61
2016/2/13,384.640991,391.859985,384.640991,391.859985,5.39,#N/A
2016/2/14,392.932007,407.230011,392.932007,407.230011,5.24,#N/A
2016/2/15,407.567993,410.381012,397.748993,400.184998,5.29,16022.58
2016/2/16,401.432007,408.945007,401.432007,407.488007,4.32,16054.43
2016/2/17,407.656006,421.166992,406.783997,416.321991,3.76,15836.36
2016/2/18,416.571991,425.996002,415.638,422.372986,4.4,16196.8
2016/2/19,422.730011,423.104004,417.604004,420.785004,4.74,15967.17
2016/2/20,421.601013,441.984009,421.601013,437.164001,4.34,#N/A
2016/2/21,437.77301,448.04599,429.076996,438.798004,4.65,#N/A
2016/2/22,438.989014,439.045013,432.916992,437.747986,5.62,16111.05
2016/2/23,438.255005,439.858002,417.821014,420.735992,5.59,16052.05
2016/2/24,420.955994,425.549988,413.907013,424.954987,6.24,15915.79
2016/2/25,425.036987,427.718994,420.415009,424.544006,6.1,16140.34
2016/2/26,424.628998,432.152008,421.619995,432.152008,5.92,16188.41
2016/2/27,432.838989,434.230988,428.102997,432.519012,6.43,#N/A
2016/2/28,432.571014,435.683014,423.820007,433.503998,6.47,#N/A
2016/2/29,433.437988,441.506989,431.692993,437.696991,6.34,16026.76
2016/3/1,437.916992,439.653015,432.319,435.122986,7.65,16085.51
2016/3/2,435.131012,435.916992,423.989014,423.989014,8.47,16746.55
2016/3/3,423.911987,425.372986,419.411011,421.651001,9.29,16960.16
2016/3/4,421.835999,425.178009,410.938995,410.938995,10.41,17014.78
2016/3/5,410.781006,411.256989,394.035004,400.570007,11,#N/A
2016/3/6,400.524994,411.907013,395.778015,407.707001,11.38,#N/A
2016/3/7,407.756989,415.916992,406.30899,414.321014,9.55,16911.32
2016/3/8,414.464996,416.243011,411.093994,413.971985,9.85,16783.15
2016/3/9,413.894012,416.032013,411.605988,414.859985,11.9,16642.2
2016/3/10,414.743988,417.511993,413.251007,417.131012,11.31,16852.35
2016/3/11,417.238007,423.925995,417.013,421.690002,11.08,16938.87
2016/3/12,421.605011,421.795013,410.093994,411.623993,13.53,#N/A
2016/3/13,411.64801,416.604004,411.641998,414.065002,14.48,#N/A
2016/3/14,414.200989,416.68399,414.200989,416.437988,12.45,17233.75
2016/3/15,416.388,418.131012,414.984985,416.829987,13.01,17117.07
2016/3/16,416.888,417.686005,415.911987,417.010986,12.52,16974.45
2016/3/17,417.889008,420.997009,417.889008,420.621002,11.08,16936.38
2016/3/18,420.546997,420.546997,406.136993,409.548004,11,16724.81
2016/3/19,409.265015,410.984009,407.230011,410.444,10.53,#N/A
2016/3/20,410.401001,414.625,410.401001,413.755005,10.32,#N/A
2016/3/21,413.417999,413.417999,410.381012,413.307007,11.86,#N/A
2016/3/22,413.131989,418.375,412.531006,418.088989,11.27,17048.55
2016/3/23,418.161011,419.268005,417.364014,418.040985,12.42,17000.98
2016/3/24,418.424011,418.679993,415.485992,416.394012,11.23,16892.33
2016/3/25,416.507996,418.079987,415.558014,417.177002,10.74,17002.75
2016/3/26,417.36499,418.987,416.259003,417.945007,10.97,#N/A
2016/3/27,418.140015,428.796997,417.710999,426.765015,10.42,#N/A
2016/3/28,426.548004,426.856995,423.292999,424.230988,11.67,17134.37
2016/3/29,424.303986,426.203003,412.681,416.515991,11.66,17103.53
2016/3/30,416.834015,416.834015,412.496002,414.81601,11.95,16878.96
2016/3/31,415.256989,418.368988,415.256989,416.729004,11.4,16758.67
2016/4/1,416.76001,418.173004,415.830994,417.959991,11.66,16164.16
2016/4/2,418.421997,422.080994,418.421997,420.872986,11.6,#N/A
2016/4/3,421.173004,421.579987,419.696991,420.903992,11.62,#N/A
2016/4/4,421.299011,422.342987,419.601013,421.444,11.16,16123.27
2016/4/5,421.016998,424.256989,420.614014,424.029999,10.44,15732.82
2016/4/6,424.283997,424.527008,422.729004,423.412994,10.69,15715.36
2016/4/7,423.619995,423.657013,420.518005,422.744995,10.07,15749.84
2016/4/8,422.907013,425.360992,419.63501,420.348999,9.72,15821.52
2016/4/9,420.811005,420.890991,416.515015,419.411011,9.15,#N/A
2016/4/10,419.59201,422.434998,419.256989,421.563995,8.94,#N/A
2016/4/11,421.872009,422.739014,420.53299,422.483002,8.64,15751.13
2016/4/12,422.842987,427.277008,422.842987,425.190002,7.44,15928.79
2016/4/13,425.631989,426.65799,422.915985,423.734009,8.04,16381.22
2016/4/14,423.934998,425.371002,423.013,424.282013,8.39,16911.05
2016/4/15,424.427002,429.928009,424.427002,429.713013,8.24,16848.03
