Date,BTC_Open,BTC_High,BTC_Low,BTC_Close,ETH,Oil,S&P500,DJI,NASDAQ
2017/3/20,1037.23999,1063.030029,1036.680054,1054.22998,43.39,48.22,2373.47,20905.86,5901.529785
2017/3/21,1055.359985,1122.430054,1055.359985,1120.540039,43.15,47.34,2344.02,20668.01,5793.830078
2017/3/22,1120.650024,1120.650024,1014.210022,1049.140015,42.34,48.04,2348.45,20661.3,5821.640137
2017/3/23,1050.050049,1058.01001,1028.930054,1038.589966,43.68,47.7,2345.96,20656.58,5817.689941
2017/3/24,1038.449951,1040.469971,934.357971,937.52002,53.11,47.97,2343.98,20596.72,5828.740234
2017/3/25,936.539978,975.760986,903.713013,972.778992,51.25,#N/A,#N/A,#N/A,#N/A
2017/3/26,974.015015,1007.960022,954.185974,966.724976,50.52,#N/A,#N/A,#N/A,#N/A
2017/3/27,972.054993,1046.400024,971.984009,1045.77002,49.67,47.73,2341.59,20550.98,5840.370117
2017/3/28,1044.579956,1064.650024,1027.72998,1047.150024,50.77,48.37,2358.57,20701.5,5875.140137
2017/3/29,1046.079956,1055.130005,1015.880005,1039.969971,53.13,49.51,2361.13,20659.32,5897.549805
2017/3/30,1042.209961,1049.290039,1020.039978,1026.430054,52.21,50.35,2368.06,20728.49,5914.339844
2017/3/31,1026.640015,1074.920044,1026.640015,1071.790039,50.04,50.6,2362.72,20663.22,5911.740234
2017/4/1,1071.709961,1091.719971,1061.089966,1080.5,50.7,#N/A,#N/A,#N/A,#N/A
2017/4/2,1080.609985,1107.589966,1075.449951,1102.170044,48.75,#N/A,#N/A,#N/A,#N/A
2017/4/3,1102.949951,1151.73999,1102.949951,1143.810059,44.36,50.24,2358.84,20650.21,5894.680176
2017/4/4,1145.52002,1156.439941,1120.52002,1133.25,44.64,51.03,2360.16,20689.24,5898.609863
2017/4/5,1134.140015,1135.089966,1113.630005,1124.780029,45.3,51.15,2352.95,20648.15,5864.47998
2017/4/6,1125.810059,1188.369995,1125.810059,1182.680054,43.24,51.7,2357.49,20662.95,5878.950195
2017/4/7,1178.939941,1186.579956,1163.390015,1176.900024,42.16,52.24,2355.54,20656.1,5877.810059
2017/4/8,1172.650024,1184.97998,1162.579956,1175.949951,44.31,#N/A,#N/A,#N/A,#N/A
2017/4/9,1176.569946,1197.209961,1171.859985,1187.869995,43.27,#N/A,#N/A,#N/A,#N/A
2017/4/10,1187.300049,1190.339966,1179.040039,1187.130005,43.44,53.08,2357.16,20658.02,5880.930176
2017/4/11,1187.459961,1208.069946,1187.459961,1205.01001,43.41,53.4,2353.78,20651.3,5866.77002
2017/4/12,1204.810059,1207.140015,1196.76001,1200.369995,46.29,53.11,2344.93,20591.86,5836.160156
2017/4/13,1201.02002,1205.890015,1156.439941,1169.280029,50.22,53.18,2328.95,20453.25,5805.149902
2017/4/14,1170.329956,1190.800049,1159.790039,1167.540039,47.57,#N/A,#N/A,#N/A,#N/A
2017/4/15,1167.300049,1188,1164.959961,1172.52002,49.1,#N/A,#N/A,#N/A,#N/A
2017/4/16,1172.609985,1187.219971,1172.609985,1182.939941,48.72,#N/A,#N/A,#N/A,#N/A
2017/4/17,1183.25,1194.900024,1172.650024,1193.910034,48.3,52.65,2349.01,20636.92,5856.790039
2017/4/18,1193.77002,1217.569946,1193.77002,1211.670044,50.71,52.41,2342.19,20523.28,5849.470215
2017/4/19,1212.130005,1215.51001,1205.079956,1210.290039,48.31,50.44,2338.17,20404.49,5863.029785
2017/4/20,1211.079956,1240.790039,1208.410034,1229.079956,49.67,50.27,2355.84,20578.71,5916.779785
2017/4/21,1229.420044,1235.939941,1215.560059,1222.050049,48.22,49.62,2348.69,20547.76,5910.52002
2017/4/22,1222.709961,1235.560059,1208.469971,1231.709961,48.55,#N/A,#N/A,#N/A,#N/A
2017/4/23,1231.920044,1232.199951,1203.939941,1207.209961,48.49,#N/A,#N/A,#N/A,#N/A
2017/4/24,1209.630005,1250.939941,1209.630005,1250.150024,50.03,49.23,2374.15,20763.89,5983.819824
2017/4/25,1250.449951,1267.579956,1249.969971,1265.48999,49.89,49.56,2388.61,20996.12,6025.490234
2017/4/26,1265.98999,1294.829956,1265.930054,1281.079956,52.72,49.62,2387.45,20975.09,6025.22998
2017/4/27,1281.880005,1319.699951,1281.300049,1317.72998,62.17,48.97,2388.77,20981.33,6048.939941
2017/4/28,1317.73999,1331.280029,1292.369995,1316.47998,70.16,49.33,2384.2,20940.51,6047.609863
2017/4/29,1317.839966,1327.199951,1315.209961,1321.790039,68.38,#N/A,#N/A,#N/A,#N/A
2017/4/30,1321.869995,1347.910034,1314.920044,1347.890015,79.02,#N/A,#N/A,#N/A,#N/A
2017/5/1,1348.300049,1434.319946,1348.300049,1421.599976,76.3,48.84,2388.33,20913.46,6091.600098
2017/5/2,1421.030029,1473.900024,1415.689941,1452.819946,77.26,47.66,2391.17,20949.89,6095.370117
2017/5/3,1453.780029,1492.77002,1447.48999,1490.089966,79.72,47.82,2388.13,20957.9,6072.549805
2017/5/4,1490.719971,1608.910034,1490.719971,1537.670044,96.98,45.52,2389.52,20951.47,6075.339844
2017/5/5,1540.869995,1618.030029,1530.310059,1555.449951,94.4,46.22,2399.29,21006.94,6100.759766
2017/5/6,1556.810059,1578.800049,1542.5,1578.800049,97.81,#N/A,#N/A,#N/A,#N/A
2017/5/7,1579.469971,1596.719971,1559.76001,1596.709961,94.01,#N/A,#N/A,#N/A,#N/A
2017/5/8,1596.920044,1723.349976,1596.920044,1723.349976,91.42,46.43,2399.38,21012.28,6102.660156
2017/5/9,1723.890015,1833.48999,1716.300049,1755.359985,91.16,45.88,2396.92,20975.78,6120.589844
2017/5/10,1756.52002,1788.439941,1719.099976,1787.130005,89.52,47.33,2399.63,20943.11,6129.140137
2017/5/11,1780.369995,1873.930054,1755.349976,1848.569946,89.88,47.83,2394.44,20919.42,6115.959961
2017/5/12,1845.76001,1856.150024,1694.01001,1724.23999,88.66,47.84,2390.9,20896.61,6121.22998
2017/5/13,1723.119995,1812.98999,1651.079956,1804.910034,90.84,#N/A,#N/A,#N/A,#N/A
2017/5/14,1800.859985,1831.420044,1776.619995,1808.910034,90.79,#N/A,#N/A,#N/A,#N/A
2017/5/15,1808.439941,1812.800049,1708.540039,1738.430054,92.41,48.85,2402.32,20981.94,6149.669922
2017/5/16,1741.699951,1785.939941,1686.540039,1734.449951,89.44,48.66,2400.67,20979.75,6169.870117
2017/5/17,1726.72998,1864.050049,1661.910034,1839.089966,89.86,49.07,2357.03,20606.93,6011.240234
2017/5/18,1818.699951,1904.47998,1807.119995,1888.650024,96.91,49.35,2365.72,20663.02,6055.129883
2017/5/19,1897.369995,2004.52002,1890.25,1987.709961,129.53,50.33,2381.73,20804.84,6083.700195
2017/5/20,1984.23999,2084.72998,1974.920044,2084.72998,126.52,#N/A,#N/A,#N/A,#N/A
2017/5/21,2067.030029,2119.080078,2037.5,2041.199951,157.94,#N/A,#N/A,#N/A,#N/A
2017/5/22,2043.189941,2303.899902,2017.869995,2173.399902,174.26,50.73,2394.02,20894.83,6133.620117
2017/5/23,2191.560059,2320.820068,2178.5,2320.419922,181.95,51.47,2398.42,20937.91,6138.709961
2017/5/24,2321.370117,2523.719971,2321.370117,2443.639893,190.05,51.36,2404.39,21012.42,6163.02002
2017/5/25,2446.23999,2763.709961,2285.300049,2304.97998,174.45,48.9,2415.07,21082.95,6205.259766
2017/5/26,2320.889893,2573.790039,2071.98999,2202.419922,160.4,49.8,2415.82,21080.28,6210.189941
2017/5/27,2196.27002,2260.199951,1855.829956,2038.869995,157.76,#N/A,#N/A,#N/A,#N/A
2017/5/28,2054.080078,2267.340088,2054.080078,2155.800049,170.51,49.94,#N/A,#N/A,#N/A
2017/5/29,2159.429932,2307.050049,2107.169922,2255.610107,194.91,49.97,#N/A,#N/A,#N/A
2017/5/30,2255.360107,2301.959961,2124.570068,2175.469971,231.91,49.66,2412.91,21029.47,6203.189941
2017/5/31,2187.189941,2311.080078,2145.570068,2286.409912,230.67,48.32,2411.8,21008.65,6198.52002
2017/6/1,2288.330078,2448.389893,2288.330078,2407.879883,222.24,48.36,2430.06,21144.18,6246.830078
2017/6/2,2404.030029,2488.550049,2373.320068,2488.550049,223.77,47.66,2439.07,21206.29,6305.799805
2017/6/3,2493.719971,2581.909912,2423.570068,2515.350098,224.38,#N/A,#N/A,#N/A,#N/A
2017/6/4,2547.790039,2585.889893,2452.540039,2511.810059,245.33,#N/A,#N/A,#N/A,#N/A
2017/6/5,2512.399902,2686.810059,2510.219971,2686.810059,248.46,47.4,2436.1,21184.04,6295.680176
2017/6/6,2690.840088,2999.909912,2690.840088,2863.199951,264.47,48.19,2429.33,21136.23,6275.060059
2017/6/7,2869.379883,2869.379883,2700.560059,2732.159912,258.07,45.72,2433.14,21173.69,6297.379883
2017/6/8,2720.48999,2815.300049,2670.949951,2805.620117,261.67,45.64,2433.79,21182.53,6321.759766
2017/6/9,2807.439941,2901.709961,2795.620117,2823.810059,281.74,45.83,2431.77,21271.97,6207.919922
2017/6/10,2828.139893,2950.98999,2746.550049,2947.709961,337.67,#N/A,#N/A,#N/A,#N/A
2017/6/11,2942.409912,2996.600098,2840.530029,2958.110107,340.61,#N/A,#N/A,#N/A,#N/A
2017/6/12,2953.219971,2997.26001,2518.560059,2659.629883,401.49,46.08,2429.39,21235.67,6175.459961
2017/6/13,2680.909912,2789.040039,2650.379883,2717.02002,397.54,46.46,2440.35,21328.47,6220.370117
2017/6/14,2716.879883,2786.830078,2412.939941,2506.370117,359.05,44.73,2437.92,21374.56,6194.890137
2017/6/15,2499.580078,2534.709961,2212.959961,2464.580078,361.93,44.46,2432.46,21359.9,6165.5
2017/6/16,2469.570068,2539.919922,2385.149902,2518.560059,370.23,44.74,2433.15,21384.28,6151.759766
2017/6/17,2514.01001,2685.189941,2484.959961,2655.879883,379.41,#N/A,#N/A,#N/A,#N/A
2017/6/18,2655.350098,2662.100098,2516.330078,2548.290039,371.46,#N/A,#N/A,#N/A,#N/A
2017/6/19,2549.030029,2662.850098,2549.030029,2589.600098,370.06,44.2,2453.46,21528.99,6239.009766
2017/6/20,2591.26001,2763.449951,2589.820068,2721.790039,359.01,43.23,2437.03,21467.14,6188.029785
2017/6/21,2709.429932,2772.01001,2660.399902,2689.100098,336.87,42.53,2435.61,21410.03,6233.950195
2017/6/22,2691.030029,2723.73999,2642.360107,2705.409912,336.37,42.74,2434.5,21397.29,6236.689941
2017/6/23,2707.340088,2765.169922,2706.370117,2744.909912,341.74,43.01,2438.3,21394.76,6265.25
2017/6/24,2738.52002,2757.939941,2583.189941,2608.719971,323.7,#N/A,#N/A,#N/A,#N/A
2017/6/25,2607.25,2682.26001,2552.120117,2589.409912,303.25,#N/A,#N/A,#N/A,#N/A
2017/6/26,2590.570068,2615.25,2376.290039,2478.449951,272.69,43.38,2439.07,21409.55,6247.149902
2017/6/27,2478.449951,2552.449951,2332.98999,2552.449951,293.09,44.24,2419.38,21310.66,6146.620117
2017/6/28,2553.030029,2603.97998,2484.419922,2574.790039,327.93,44.74,2440.69,21454.61,6234.410156
2017/6/29,2567.560059,2588.830078,2510.47998,2539.320068,302.88,44.93,2419.7,21287.03,6144.350098
2017/6/30,2539.23999,2559.25,2478.429932,2480.840088,294.92,46.04,2423.41,21349.63,6140.419922
2017/7/1,2492.600098,2515.27002,2419.22998,2434.550049,274.6,#N/A,#N/A,#N/A,#N/A
2017/7/2,2436.399902,2514.280029,2394.840088,2506.469971,287.99,#N/A,#N/A,#N/A,#N/A
2017/7/3,2498.560059,2595,2480.469971,2564.060059,282.9,47.07,2429.01,21479.27,6110.060059
2017/7/4,2561,2631.590088,2559.350098,2601.639893,273.3,47.13,#N/A,#N/A,#N/A
2017/7/5,2602.870117,2622.649902,2538.550049,2601.98999,268.77,45.13,2432.54,21478.17,6150.859863
2017/7/6,2608.100098,2616.719971,2581.689941,2608.560059,270.55,45.52,2409.75,21320.04,6089.459961
2017/7/7,2608.590088,2916.139893,2498.870117,2518.659912,245.99,44.23,2425.18,21414.34,6153.080078
2017/7/8,2520.27002,2571.340088,2492.310059,2571.340088,251.7,#N/A,#N/A,#N/A,#N/A
2017/7/9,2572.610107,2635.48999,2517.590088,2518.439941,242.14,#N/A,#N/A,#N/A,#N/A
2017/7/10,2525.25,2537.159912,2321.129883,2372.560059,215.36,44.4,2427.43,21408.52,6176.390137
2017/7/11,2385.889893,2413.469971,2296.810059,2337.790039,197.4,45.04,2425.53,21409.07,6193.299805
2017/7/12,2332.77002,2423.709961,2275.139893,2398.840088,230.77,45.49,2443.25,21532.14,6261.169922
2017/7/13,2402.699951,2425.219971,2340.830078,2357.899902,209.73,46.08,2447.83,21553.09,6274.439941
2017/7/14,2360.590088,2363.25,2183.219971,2233.340088,199.66,46.54,2459.27,21637.74,6312.470215
2017/7/15,2230.120117,2231.139893,1990.410034,1998.859985,170.65,#N/A,#N/A,#N/A,#N/A
2017/7/16,1991.97998,2058.77002,1843.030029,1929.819946,157.36,#N/A,#N/A,#N/A,#N/A
2017/7/17,1932.619995,2230.48999,1932.619995,2228.409912,193.42,46.02,2459.14,21629.72,6314.430176
2017/7/18,2233.52002,2387.610107,2164.77002,2318.879883,234.39,46.4,2460.61,21574.73,6344.310059
2017/7/19,2323.080078,2397.169922,2260.22998,2273.429932,199.7,47.12,2473.83,21640.75,6385.040039
2017/7/20,2269.889893,2900.699951,2269.889893,2817.600098,227.26,46.79,2473.45,21611.78,6390
2017/7/21,2838.409912,2838.409912,2621.850098,2667.76001,218.3,45.77,2472.54,21580.07,6387.75
2017/7/22,2668.629883,2862.419922,2657.709961,2810.120117,229.48,#N/A,#N/A,#N/A,#N/A
2017/7/23,2808.100098,2832.179932,2653.939941,2730.399902,225.95,#N/A,#N/A,#N/A,#N/A
2017/7/24,2732.699951,2777.26001,2699.189941,2754.860107,224.71,46.34,2469.91,21513.17,6410.810059
2017/7/25,2757.5,2768.080078,2480.959961,2576.47998,206.71,47.89,2477.13,21613.43,6412.169922
2017/7/26,2577.77002,2610.76001,2450.800049,2529.449951,203.95,48.75,2477.83,21711.01,6422.75
2017/7/27,2538.709961,2693.320068,2529.340088,2671.780029,204.32,49.04,2475.42,21796.55,6382.189941
2017/7/28,2679.72998,2897.449951,2679.72998,2809.01001,193.12,49.71,2472.1,21830.31,6374.680176
2017/7/29,2807.02002,2808.76001,2692.800049,2726.449951,205.79,#N/A,#N/A,#N/A,#N/A
2017/7/30,2724.389893,2758.530029,2644.850098,2757.179932,197.98,#N/A,#N/A,#N/A,#N/A
2017/7/31,2763.23999,2889.620117,2720.610107,2875.340088,203.87,50.17,2470.3,21891.12,6348.120117
2017/8/1,2871.300049,2921.350098,2685.610107,2718.26001,226.77,49.16,2476.35,21963.92,6362.939941
2017/8/2,2727.129883,2762.530029,2668.590088,2710.669922,219.95,49.59,2477.57,22016.24,6362.649902
2017/8/3,2709.560059,2813.310059,2685.139893,2804.72998,225.34,49.03,2472.16,22026.1,6340.339844
2017/8/4,2806.929932,2899.330078,2743.719971,2895.889893,223.07,49.58,2476.83,22092.81,6351.560059
2017/8/5,2897.629883,3290.01001,2874.830078,3252.909912,256.51,#N/A,#N/A,#N/A,#N/A
2017/8/6,3257.610107,3293.290039,3155.600098,3213.939941,261.57,#N/A,#N/A,#N/A,#N/A
2017/8/7,3212.780029,3397.679932,3180.889893,3378.939941,269.18,49.39,2480.91,22118.42,6383.77002
2017/8/8,3370.219971,3484.850098,3345.830078,3419.939941,296.77,49.17,2474.92,22085.34,6370.459961
2017/8/9,3420.399902,3422.76001,3247.669922,3342.469971,296.03,49.56,2474.02,22048.7,6352.330078
2017/8/10,3341.840088,3453.449951,3319.469971,3381.280029,295.89,48.59,2438.21,21844.01,6216.870117
2017/8/11,3373.820068,3679.719971,3372.120117,3650.620117,308.86,48.82,2441.32,21858.32,6256.560059
2017/8/12,3650.629883,3949.919922,3613.699951,3884.709961,310.6,#N/A,#N/A,#N/A,#N/A
2017/8/13,3880.040039,4208.390137,3857.800049,4073.26001,298.06,#N/A,#N/A,#N/A,#N/A
2017/8/14,4066.100098,4325.129883,3989.159912,4325.129883,300.1,47.59,2465.84,21993.71,6340.22998
2017/8/15,4326.990234,4455.970215,3906.179932,4181.930176,289.82,47.55,2464.61,21998.99,6333.009766
2017/8/16,4200.339844,4381.22998,3994.419922,4376.629883,302.27,46.78,2468.11,22024.87,6345.109863
2017/8/17,4384.439941,4484.700195,4243.709961,4331.689941,301.46,47.09,2430.01,21750.73,6221.910156
2017/8/18,4324.339844,4370.129883,4015.399902,4160.620117,295.59,48.51,2425.55,21674.51,6216.529785
2017/8/19,4137.75,4243.259766,3970.550049,4193.700195,297.47,#N/A,#N/A,#N/A,#N/A
2017/8/20,4189.310059,4196.290039,4069.879883,4087.659912,301.43,#N/A,#N/A,#N/A,#N/A
2017/8/21,4090.47998,4109.140137,3988.600098,4001.73999,321.59,47.37,2428.37,21703.75,6213.129883
2017/8/22,3998.350098,4128.759766,3674.580078,4100.52002,314.79,47.64,2452.51,21899.89,6297.47998
2017/8/23,4089.01001,4255.779785,4078.409912,4151.52002,317.52,48.41,2444.04,21812.09,6278.410156
2017/8/24,4137.600098,4376.390137,4130.259766,4334.680176,325.61,47.43,2438.97,21783.4,6271.330078
2017/8/25,4332.819824,4455.700195,4307.350098,4371.600098,331.92,47.87,2443.05,21813.67,6265.640137
2017/8/26,4372.060059,4379.279785,4269.52002,4352.399902,333.88,#N/A,#N/A,#N/A,#N/A
2017/8/27,4345.100098,4416.589844,4317.290039,4382.879883,347.89,#N/A,#N/A,#N/A,#N/A
2017/8/28,4384.450195,4403.930176,4224.640137,4382.660156,347.75,46.57,2444.24,21808.4,6283.02002
2017/8/29,4389.209961,4625.680176,4352.129883,4579.02002,370.67,46.44,2446.3,21865.37,6301.890137
2017/8/30,4570.359863,4626.52002,4471.410156,4565.299805,378.48,45.96,2457.59,21892.43,6368.310059
2017/8/31,4555.589844,4736.049805,4549.399902,4703.390137,383.04,47.23,2471.65,21948.1,6428.660156
2017/9/1,4701.759766,4892.009766,4678.529785,4892.009766,387.74,47.29,2476.55,21987.56,6435.330078
2017/9/2,4901.419922,4975.040039,4469.240234,4578.77002,348.98,#N/A,#N/A,#N/A,#N/A
2017/9/3,4585.27002,4714.080078,4417.589844,4582.959961,347.48,47.32,#N/A,#N/A,#N/A
2017/9/4,4591.629883,4591.629883,4108.399902,4236.310059,295.17,47.41,#N/A,#N/A,#N/A
2017/9/5,4228.290039,4427.839844,3998.110107,4376.529785,312.99,48.66,2457.85,21753.31,6375.569824
2017/9/6,4376.589844,4617.25,4376.589844,4597.120117,334.34,49.16,2465.54,21807.64,6393.310059
2017/9/7,4589.140137,4655.040039,4491.330078,4599.879883,329.43,49.09,2465.1,21784.78,6397.870117
2017/9/8,4605.160156,4661,4075.179932,4228.75,296.5,47.48,2461.43,21797.79,6360.189941
2017/9/9,4229.810059,4308.819824,4114.109863,4226.060059,294.4,#N/A,#N/A,#N/A,#N/A
2017/9/10,4229.339844,4245.439941,3951.040039,4122.939941,288.75,#N/A,#N/A,#N/A,#N/A
2017/9/11,4122.470215,4261.669922,4099.399902,4161.27002,294.53,48.07,2488.11,22057.37,6432.259766
2017/9/12,4168.879883,4344.649902,4085.219971,4130.810059,291.46,48.23,2496.48,22118.86,6454.279785
2017/9/13,4131.97998,4131.97998,3789.919922,3882.590088,277.11,49.3,2498.37,22158.18,6460.189941
2017/9/14,3875.370117,3920.600098,3153.860107,3154.949951,213.91,49.89,2495.62,22203.48,6429.080078
2017/9/15,3166.300049,3733.449951,2946.620117,3637.52002,250.46,49.89,2500.23,22268.34,6448.470215
2017/9/16,3637.75,3808.840088,3487.790039,3625.040039,246.52,#N/A,#N/A,#N/A,#N/A
2017/9/17,3606.280029,3664.810059,3445.639893,3582.879883,251.75,#N/A,#N/A,#N/A,#N/A
2017/9/18,3591.090088,4079.22998,3591.090088,4065.199951,293.5,49.91,2503.87,22331.35,6454.640137
2017/9/19,4073.790039,4094.070068,3868.870117,3924.969971,282.8,49.48,2506.65,22370.8,6461.319824
2017/9/20,3916.360107,4031.389893,3857.72998,3905.949951,283.74,50.41,2508.24,22412.59,6456.040039
2017/9/21,3901.469971,3916.419922,3613.629883,3631.040039,258.58,50.55,2500.6,22359.23,6422.689941
2017/9/22,3628.02002,3758.27002,3553.530029,3630.699951,264.31,50.66,2502.22,22349.59,6426.919922
2017/9/23,3629.919922,3819.209961,3594.580078,3792.399902,286.17,#N/A,#N/A,#N/A,#N/A
2017/9/24,3796.149902,3796.149902,3666.899902,3682.840088,282.48,#N/A,#N/A,#N/A,#N/A
2017/9/25,3681.580078,3950.25,3681.580078,3926.070068,292.33,52.22,2496.66,22296.09,6370.589844
2017/9/26,3928.409912,3969.889893,3869.899902,3892.350098,287.44,51.88,2496.84,22284.32,6380.160156
2017/9/27,3892.939941,4210.049805,3884.820068,4200.669922,306.47,52.14,2507.04,22340.71,6453.259766
2017/9/28,4197.129883,4279.310059,4109.700195,4174.72998,299.15,51.56,2510.06,22381.2,6453.450195
2017/9/29,4171.620117,4214.629883,4039.290039,4163.069824,291.47,51.67,2519.36,22405.09,6495.959961
2017/9/30,4166.109863,4358.430176,4160.859863,4338.709961,301.46,#N/A,#N/A,#N/A,#N/A
2017/10/1,4341.049805,4403.740234,4269.810059,4403.740234,302.34,#N/A,#N/A,#N/A,#N/A
2017/10/2,4395.810059,4470.22998,4377.459961,4409.319824,297.48,50.58,2529.12,22557.6,6516.720215
2017/10/3,4408.459961,4432.470215,4258.890137,4317.47998,292.46,50.42,2534.58,22641.67,6531.709961
2017/10/4,4319.370117,4352.310059,4210.419922,4229.359863,292.66,49.98,2537.74,22661.64,6534.629883
2017/10/5,4229.879883,4362.640137,4164.049805,4328.410156,295.86,50.79,2552.07,22775.39,6585.359863
2017/10/6,4324.459961,4413.27002,4320.529785,4370.810059,308.59,49.29,2549.33,22773.67,6590.180176
2017/10/7,4369.350098,4443.879883,4321.049805,4426.890137,311.12,#N/A,#N/A,#N/A,#N/A
2017/10/8,4429.669922,4624.140137,4405.640137,4610.47998,308.61,#N/A,#N/A,#N/A,#N/A
2017/10/9,4614.52002,4878.709961,4564.25,4772.02002,297.39,49.58,2544.73,22761.07,6579.72998
2017/10/10,4776.209961,4922.169922,4765.100098,4781.990234,299.87,50.92,2550.64,22830.68,6587.25
2017/10/11,4789.25,4873.72998,4751.629883,4826.47998,303.46,51.3,2555.24,22872.89,6603.549805
2017/10/12,4829.580078,5446.910156,4822,5446.910156,304.14,50.6,2550.93,22841.01,6591.509766
2017/10/13,5464.160156,5840.299805,5436.850098,5647.209961,338.76,51.45,2553.17,22871.72,6605.799805
2017/10/14,5643.529785,5837.700195,5591.640137,5831.790039,339.63,#N/A,#N/A,#N/A,#N/A
2017/10/15,5835.959961,5852.47998,5478.609863,5678.189941,336.6,#N/A,#N/A,#N/A,#N/A
2017/10/16,5687.569824,5776.22998,5544.209961,5725.589844,333.38,51.87,2557.64,22956.96,6624
2017/10/17,5741.580078,5800.350098,5472.720215,5605.509766,317.08,51.88,2559.36,22997.44,6623.660156
2017/10/18,5603.819824,5603.819824,5151.439941,5590.689941,314.32,52.04,2561.26,23157.6,6624.220215
2017/10/19,5583.740234,5744.350098,5531.060059,5708.52002,308.09,51.29,2562.1,23163.04,6605.069824
2017/10/20,5708.109863,6060.109863,5627.22998,6011.450195,304.01,51.47,2575.21,23328.63,6629.049805
2017/10/21,5996.790039,6194.879883,5965.069824,6031.600098,300.19,#N/A,#N/A,#N/A,#N/A
2017/10/22,6036.660156,6076.259766,5792.339844,6008.419922,295.45,#N/A,#N/A,#N/A,#N/A
2017/10/23,6006,6075.589844,5732.470215,5930.319824,286.95,51.9,2564.98,23273.96,6586.830078
2017/10/24,5935.52002,5935.52002,5504.180176,5526.640137,298.33,52.47,2569.13,23441.76,6598.430176
2017/10/25,5524.600098,5754.330078,5397.879883,5750.799805,297.92,52.18,2557.15,23329.46,6563.890137
2017/10/26,5747.950195,5976.799805,5721.220215,5904.830078,296.53,52.64,2560.4,23400.86,6556.77002
2017/10/27,5899.740234,5988.390137,5728.819824,5780.899902,297.42,53.9,2581.07,23434.19,6701.259766
2017/10/28,5787.819824,5876.720215,5689.189941,5753.089844,296.3,#N/A,#N/A,#N/A,#N/A
2017/10/29,5754.439941,6255.709961,5724.580078,6153.850098,305.09,#N/A,#N/A,#N/A,#N/A
2017/10/30,6114.850098,6214.990234,6040.850098,6130.529785,307.75,54.15,2572.83,23348.74,6698.959961
2017/10/31,6132.02002,6470.430176,6103.330078,6468.399902,305.88,54.38,2575.26,23377.24,6727.669922
2017/11/1,6440.970215,6767.310059,6377.879883,6767.310059,291.69,54.3,2579.36,23435.01,6716.529785
2017/11/2,6777.77002,7367.330078,6758.720215,7078.5,287.43,54.54,2579.85,23516.26,6714.939941
2017/11/3,7087.529785,7461.290039,7002.939941,7207.759766,305.71,55.64,2587.84,23539.19,6764.439941
2017/11/4,7164.47998,7492.859863,7031.279785,7379.950195,300.47,#N/A,#N/A,#N/A,#N/A
2017/11/5,7404.52002,7617.47998,7333.189941,7407.410156,296.26,#N/A,#N/A,#N/A,#N/A
2017/11/6,7403.220215,7445.77002,7007.310059,7022.759766,298.89,57.35,2591.13,23548.42,6786.439941
2017/11/7,7023.100098,7253.319824,7023.100098,7144.379883,294.66,57.2,2590.64,23557.23,6767.779785
2017/11/8,7141.379883,7776.419922,7114.02002,7459.689941,309.07,56.81,2594.38,23563.36,6789.120117
2017/11/9,7446.830078,7446.830078,7101.52002,7143.580078,320.88,57.17,2584.62,23461.94,6750.049805
2017/11/10,7173.72998,7312,6436.870117,6618.140137,299.25,56.74,2582.3,23422.21,6750.939941
2017/11/11,6618.609863,6873.149902,6204.220215,6357.600098,314.68,#N/A,#N/A,#N/A,#N/A
2017/11/12,6295.450195,6625.049805,5519.009766,5950.069824,307.91,#N/A,#N/A,#N/A,#N/A
2017/11/13,5938.25,6811.189941,5844.290039,6559.490234,316.72,56.76,2584.84,23439.7,6757.600098
2017/11/14,6561.47998,6764.97998,6461.75,6635.75,337.63,55.7,2578.87,23409.47,6737.870117
2017/11/15,6634.759766,7342.25,6634.759766,7315.540039,333.36,55.33,2564.62,23271.28,6706.209961
2017/11/16,7323.240234,7967.379883,7176.580078,7871.689941,330.92,55.14,2585.64,23458.36,6793.290039
2017/11/17,7853.569824,8004.589844,7561.089844,7708.990234,332.39,56.55,2578.85,23358.24,6782.790039
2017/11/18,7697.209961,7884.990234,7463.439941,7790.149902,347.61,#N/A,#N/A,#N/A,#N/A
2017/11/19,7766.029785,8101.910156,7694.100098,8036.490234,354.39,#N/A,#N/A,#N/A,#N/A
2017/11/20,8039.069824,8336.860352,7949.359863,8200.639648,366.73,56.09,2582.14,23430.33,6790.709961
2017/11/21,8205.740234,8348.660156,7762.709961,8071.259766,360.4,56.83,2599.03,23590.83,6862.47998
2017/11/22,8077.950195,8302.259766,8075.470215,8253.549805,380.65,58.02,2597.08,23526.18,6867.359863
2017/11/23,8232.379883,8267.400391,8038.77002,8038.77002,410.17,58.38,#N/A,#N/A,#N/A
2017/11/24,8074.02002,8374.160156,7940.930176,8253.69043,474.91,58.95,2602.42,23557.99,6889.160156
2017/11/25,8241.709961,8790.919922,8191.149902,8790.919922,466.28,#N/A,#N/A,#N/A,#N/A
2017/11/26,8789.040039,9522.929688,8775.589844,9330.549805,471.33,#N/A,#N/A,#N/A,#N/A
2017/11/27,9352.719727,9818.349609,9352.719727,9818.349609,480.36,58.11,2601.42,23580.78,6878.52002
2017/11/28,9823.429688,10125.7002,9736.299805,10058.79981,472.9,57.99,2627.04,23836.71,6912.359863
